"","Ascomycota","Basidiomycota","Microsporidia","Mucoromycota"
"13767.58cfa836e4b0c9d6adf6f8c7",17,1,0,1
"13767.58cfa835e4b0c9d6adf6ec72",16,0,0,3
"13767.58cfa835e4b0c9d6adf6f0fe",5,2,0,0
"13767.58cfa835e4b0c9d6adf6ef96",16,1,0,0
"13767.58cfa837e4b0c9d6adf703a6",141,1,0,4
"13767.58cfa835e4b0c9d6adf6f252",4,2,0,0
"13767.58cfa835e4b0c9d6adf6ed8c",3,0,0,0
"13767.58cfa837e4b0c9d6adf703ea",47,0,0,1
"13767.58cfa834e4b0c9d6adf6e824",30,1,0,1
"13767.58cfa835e4b0c9d6adf6efae",16,0,0,1
"13767.58cfa835e4b0c9d6adf6ec9c",5,1,0,0
"13767.58cfa835e4b0c9d6adf6ef93",9,0,0,0
"13767.58cfa835e4b0c9d6adf6edb2",4,0,0,2
"13767.58cfa837e4b0c9d6adf70344",177,3,0,8
"13767.58cfa837e4b0c9d6adf703a0",100,2,0,3
"13767.58cfa835e4b0c9d6adf6ece4",10,0,0,1
"13767.58cfa836e4b0c9d6adf6fa28",60,1,0,2
"13767.58cfa835e4b0c9d6adf6eb71",467,4,0,18
"13767.58cfa838e4b0c9d6adf7047c",104,1,0,7
"13767.58cfa835e4b0c9d6adf6ebe2",48,2,0,2
"13767.58cfa835e4b0c9d6adf6efb7",15,0,0,0
"13767.58cfa835e4b0c9d6adf6eb59",11,1,0,1
"13767.58cfa836e4b0c9d6adf6fc6a",19,1,0,1
"13767.58cfa835e4b0c9d6adf6f24a",24,1,0,1
"13767.58cfa837e4b0c9d6adf70256",60,1,0,1
"13767.58cfa835e4b0c9d6adf6f124",35,0,0,2
"13767.58cfa836e4b0c9d6adf6fc0b",20,2,0,1
"13767.58cfa835e4b0c9d6adf6eda8",3,1,0,0
"13767.58cfa835e4b0c9d6adf6edb6",24,0,0,0
"13767.58cfa835e4b0c9d6adf6ecb0",4,1,0,0
"13767.58cfa835e4b0c9d6adf6eb0e",18,0,0,2
"13767.58cfa835e4b0c9d6adf6ed2d",6,1,0,0
"13767.58cfa835e4b0c9d6adf6ebae",94,2,0,3
"13767.58cfa835e4b0c9d6adf6ea4e",0,1,0,0
"13767.58cfa836e4b0c9d6adf6f8cf",34,1,0,1
"13767.58cfa835e4b0c9d6adf6eca6",16,0,0,1
"13767.58cfa837e4b0c9d6adf700c2",59,3,0,3
"13767.58cfa836e4b0c9d6adf6f9e4",690,4,0,23
"13767.58cfa838e4b0c9d6adf7056a",245,7,0,9
"13767.58cfa835e4b0c9d6adf6edc8",7,1,0,0
"13767.58cfa837e4b0c9d6adf70042",354,3,0,10
"13767.58cfa834e4b0c9d6adf6e71e",3,1,0,0
"13767.58cfa835e4b0c9d6adf6ed06",2,1,0,0
"13767.58cfa838e4b0c9d6adf7057a",323,3,0,11
"13767.58cfa835e4b0c9d6adf6f001",11,1,0,1
"13767.58cfa837e4b0c9d6adf70392",117,1,0,4
"13767.58cfa834e4b0c9d6adf6e9d5",4,0,0,0
"13767.58cfa836e4b0c9d6adf6fb40",73,3,0,2
"13767.58cfa835e4b0c9d6adf6ed58",4,4,0,0
"13767.58cfa835e4b0c9d6adf6f262",15,1,0,2
"13767.58cfa835e4b0c9d6adf6efa0",14,0,0,0
"13767.58cfa834e4b0c9d6adf6e704",4,0,0,0
"13767.58cfa835e4b0c9d6adf6ebc2",24,2,0,1
"13767.58cfa835e4b0c9d6adf6ede2",2,2,0,0
"13767.58cfa837e4b0c9d6adf70352",24,1,0,1
"13767.58cfa837e4b0c9d6adf70318",311,4,0,17
"13767.58cfa835e4b0c9d6adf6ec88",11,1,0,1
"13767.58cfa835e4b0c9d6adf6ea4a",9,2,0,0
"13767.58cfa835e4b0c9d6adf6edc2",10,1,0,0
"13767.58cfa835e4b0c9d6adf6ebe4",11,1,0,1
"13767.58cfa838e4b0c9d6adf706fa",101,2,0,4
"13767.58cfa834e4b0c9d6adf6e807",10,0,0,0
"13767.58cfa837e4b0c9d6adf6fe26",68,1,0,1
"13767.58cfa837e4b0c9d6adf70212",15,1,0,1
"13767.58cfa836e4b0c9d6adf6fc16",10,1,0,1
"13767.58cfa834e4b0c9d6adf6e9c8",10,1,0,0
"13767.58cfa837e4b0c9d6adf701c6",86,1,0,2
"13767.58cfa835e4b0c9d6adf6ebdc",8,0,0,0
"13767.58cfa835e4b0c9d6adf6ebd4",6,0,0,1
"13767.58cfa834e4b0c9d6adf6e73e",4,0,0,0
"13767.58cfa837e4b0c9d6adf7038a",312,5,0,13
"13767.58cfa836e4b0c9d6adf6fa66",75,2,0,3
"13767.58cfa837e4b0c9d6adf7011f",74,0,0,3
"13767.58cfa835e4b0c9d6adf6eaa2",1,0,0,0
"13767.58cfa835e4b0c9d6adf6ed5a",5,0,0,0
"13767.58cfa835e4b0c9d6adf6f11e",2,1,0,0
"13767.58cfa837e4b0c9d6adf70018",19,0,0,1
"13767.58cfa835e4b0c9d6adf6effe",21,1,0,0
"13767.58cfa836e4b0c9d6adf6fc60",80,0,0,3
"13767.58cfa836e4b0c9d6adf6fc2b",2498,16,0,95
"13767.58cfa835e4b0c9d6adf6f122",17,1,0,1
"13767.58cfa838e4b0c9d6adf704fa",48,2,0,4
"13767.58cfa839e4b0c9d6adf7121a",4,0,0,0
"13767.58cfa836e4b0c9d6adf6f9b9",122,4,0,4
"13767.58cfa837e4b0c9d6adf7029c",240,1,0,10
"13767.58cfa835e4b0c9d6adf6ec94",3,0,0,0
"13767.58cfa837e4b0c9d6adf70402",105,2,0,4
"13767.58cfa838e4b0c9d6adf70574",29,0,0,1
"13767.58cfa837e4b0c9d6adf700da",72,2,0,2
"13767.58cfa834e4b0c9d6adf6e72c",0,2,0,0
"13767.58cfa838e4b0c9d6adf7050e",61,1,0,2
"13767.58cfa837e4b0c9d6adf7032c",47,2,0,2
"13767.58cfa837e4b0c9d6adf700d4",21,1,0,2
"13767.58cfa834e4b0c9d6adf6e96e",1,1,0,0
"13767.58cfa836e4b0c9d6adf6fc6e",58,1,0,1
"13767.58cfa835e4b0c9d6adf6ead8",98,2,0,4
"13767.58cfa836e4b0c9d6adf6fa9c",187,1,0,6
"13767.58cfa834e4b0c9d6adf6e7c8",3,1,0,0
"13767.58cfa836e4b0c9d6adf6fc32",76,0,0,3
"13767.58cfa837e4b0c9d6adf7023d",19,2,0,1
"13767.58cfa837e4b0c9d6adf701be",56,0,0,3
"13767.58cfa834e4b0c9d6adf6e9a6",0,1,0,0
"13767.58cfa835e4b0c9d6adf6ebb2",44,0,0,2
"13767.58cfa837e4b0c9d6adf6fde7",97,1,0,2
"13767.58cfa835e4b0c9d6adf6f10c",7,1,0,1
"13767.58cfa835e4b0c9d6adf6ecda",6,0,0,0
"13767.58cfa835e4b0c9d6adf6ecc6",8,1,0,0
"13767.58cfa836e4b0c9d6adf6faf6",91,0,0,4
"13767.58cfa836e4b0c9d6adf6fa84",60,0,0,3
"13767.58cfa835e4b0c9d6adf6ed62",10,0,0,1
"13767.58cfa838e4b0c9d6adf7053f",56,3,0,2
"13767.58cfa835e4b0c9d6adf6ef95",2,1,0,0
"13767.58cfa834e4b0c9d6adf6e7f0",3,2,0,0
"13767.58cfa836e4b0c9d6adf6fb77",1826,14,0,106
"13767.58cfa836e4b0c9d6adf6fbc8",80,1,0,4
"13767.58cfa836e4b0c9d6adf6fbc6",3,0,0,0
"13767.58cfa837e4b0c9d6adf700ba",117,1,0,5
"13767.58cfa836e4b0c9d6adf6fc35",1036,8,0,37
"13767.58cfa837e4b0c9d6adf70183",37,2,0,2
"13767.58cfa836e4b0c9d6adf6fa8e",354,1,0,11
"13767.58cfa836e4b0c9d6adf6fc70",47,4,0,1
"13767.58cfa836e4b0c9d6adf6fb64",26,2,0,1
"13767.58cfa835e4b0c9d6adf6ecc5",8,0,0,0
"13767.58cfa834e4b0c9d6adf6e700",13,1,0,0
"13767.58cfa835e4b0c9d6adf6efa3",12,1,0,1
"13767.58cfa835e4b0c9d6adf6eb58",7,1,0,0
"13767.58cfa836e4b0c9d6adf6f4cc",5,1,0,0
"13767.58cfa836e4b0c9d6adf6fc6c",40,1,0,2
"13767.58cfa834e4b0c9d6adf6e70a",5,2,0,0
"13767.58cfa836e4b0c9d6adf6f939",81,3,0,2
"13767.58cfa836e4b0c9d6adf6fa42",27,2,0,1
"13767.58cfa837e4b0c9d6adf6fe10",140,0,0,4
"13767.58cfa836e4b0c9d6adf6fabe",79,1,0,4
"13767.58cfa835e4b0c9d6adf6ec59",166,2,0,6
"13767.58cfa838e4b0c9d6adf70f4a",0,2,0,0
"13767.58cfa835e4b0c9d6adf6f27a",31,1,0,1
"13767.58cfa835e4b0c9d6adf6ed74",3,1,0,1
"13767.58cfa835e4b0c9d6adf6efb3",4,0,0,0
"13767.58cfa835e4b0c9d6adf6ee35",1,0,0,0
"13767.58cfa836e4b0c9d6adf6f4c0",11,1,0,0
"13767.58cfa836e4b0c9d6adf6fa1e",134,1,0,5
"13767.58cfa836e4b0c9d6adf6f8cc",42,2,0,1
"13767.58cfa836e4b0c9d6adf6f487",6,0,0,0
"13767.58cfa839e4b0c9d6adf7110a",1,0,0,0
"13767.58cfa836e4b0c9d6adf6fbff",453,3,0,16
"13767.58cfa834e4b0c9d6adf6ea0a",12,1,0,0
"13767.58cfa835e4b0c9d6adf6ed10",4,2,0,0
"13767.58cfa836e4b0c9d6adf6f4ae",6,1,0,0
"13767.58cfa834e4b0c9d6adf6e8b0",3,2,0,0
"13767.58cfa837e4b0c9d6adf7037a",67,2,0,3
"13767.58cfa835e4b0c9d6adf6f131",15,0,0,1
"13767.58cfa837e4b0c9d6adf7002e",58,2,0,4
"13767.58cfa835e4b0c9d6adf6ec9e",25,0,0,0
"13767.58cfa836e4b0c9d6adf6f503",14,1,0,1
"13767.58cfa837e4b0c9d6adf6fff8",9,1,0,1
"13767.58cfa838e4b0c9d6adf7042f",105,2,0,5
"13767.58cfa834e4b0c9d6adf6e8cc",5,1,0,1
"13767.58cfa837e4b0c9d6adf70008",18,1,0,1
"13767.58cfa836e4b0c9d6adf6fa7d",324,4,0,13
"13767.58cfa835e4b0c9d6adf6ef9d",3,2,0,0
"13767.58cfa836e4b0c9d6adf6f935",21,1,0,1
"13767.58cfa835e4b0c9d6adf6eb80",4,1,0,0
"13767.58cfa836e4b0c9d6adf6fc13",33,1,0,1
"13767.58cfa836e4b0c9d6adf6fa7a",248,2,0,8
"13767.58cfa836e4b0c9d6adf6fa7c",17,3,0,0
"13767.58cfa835e4b0c9d6adf6ebb6",102,1,0,4
"13767.58cfa835e4b0c9d6adf6f374",13,2,0,0
"13767.58cfa835e4b0c9d6adf6ed3e",6,1,0,0
"13767.58cfa836e4b0c9d6adf6fb56",21,1,0,1
"13767.58cfa837e4b0c9d6adf6fe1e",43,1,0,1
"13767.58cfa837e4b0c9d6adf700c9",40,0,0,1
"13767.58cfa836e4b0c9d6adf6fa97",507,2,0,18
"13767.58cfa838e4b0c9d6adf704bc",18,1,0,1
"13767.58cfa834e4b0c9d6adf6ea16",4,0,0,0
"13767.58cfa835e4b0c9d6adf6f116",12,0,0,0
"13767.58cfa835e4b0c9d6adf6f12e",6,0,0,0
"13767.58cfa837e4b0c9d6adf6ffee",84,1,0,8
"13767.58cfa835e4b0c9d6adf6eaec",7,0,0,1
"13767.58cfa835e4b0c9d6adf6ed64",29,2,0,1
"13767.58cfa836e4b0c9d6adf6fa72",86,2,0,2
"13767.58cfa838e4b0c9d6adf70524",65,3,0,1
"13767.58cfa835e4b0c9d6adf6ec64",12,1,0,1
"13767.58cfa835e4b0c9d6adf6eb52",4,1,0,0
"13767.58cfa836e4b0c9d6adf6fc54",29,1,0,1
"13767.58cfa835e4b0c9d6adf6edec",6,0,0,0
"13767.58cfa836e4b0c9d6adf6f4c6",6,2,0,0
"13767.58cfa835e4b0c9d6adf6eb00",9,0,0,0
"13767.58cfa837e4b0c9d6adf6fcfa",110,3,0,3
"13767.58cfa836e4b0c9d6adf6f49c",8,2,0,0
"13767.58cfa838e4b0c9d6adf704f5",12,0,0,0
"13767.58cfa834e4b0c9d6adf6e687",7,2,0,0
"13767.58cfa835e4b0c9d6adf6ede4",4,1,0,0
"13767.58cfa836e4b0c9d6adf6fc34",10,1,0,0
"13767.58cfa836e4b0c9d6adf6fb7e",41,2,0,3
"13767.58cfa834e4b0c9d6adf6e7ad",2,0,0,0
"13767.58cfa834e4b0c9d6adf6e9a4",9,0,0,0
"13767.58cfa836e4b0c9d6adf6f48a",3,2,0,0
"13767.58cfa836e4b0c9d6adf6f4d3",17,2,0,1
"13767.58cfa835e4b0c9d6adf6eca4",11,0,0,0
"13767.58cfa836e4b0c9d6adf6fba2",40,2,0,2
"13767.58cfa835e4b0c9d6adf6ecaa",14,0,0,2
"13767.58cfa835e4b0c9d6adf6eb8c",13,1,0,0
"13767.58cfa836e4b0c9d6adf6fc1b",106,1,0,3
"13767.58cfa836e4b0c9d6adf6f622",26,0,0,1
"13767.58cfa837e4b0c9d6adf70378",4,0,0,0
"13767.58cfa836e4b0c9d6adf6fa2b",199,4,0,7
"13767.58cfa836e4b0c9d6adf6f4c8",4,2,0,0
"13767.58cfa836e4b0c9d6adf6fb2a",41,1,0,1
"13767.58cfa834e4b0c9d6adf6e7fa",30,1,0,1
"13767.58cfa835e4b0c9d6adf6edf2",8,1,0,0
"13767.58cfa836e4b0c9d6adf6fb02",131,1,0,5
"13767.58cfa834e4b0c9d6adf6e790",2,1,0,0
"13767.58cfa836e4b0c9d6adf6fbd8",73,0,0,3
"13767.58cfa838e4b0c9d6adf705db",33,1,0,1
"13767.58cfa834e4b0c9d6adf6e88a",6,1,0,0
"13767.58cfa835e4b0c9d6adf6eba3",5,0,0,0
"13767.58cfa834e4b0c9d6adf6e72a",4,0,0,0
"13767.58cfa835e4b0c9d6adf6ed14",3,1,0,0
"13767.58cfa835e4b0c9d6adf6ecc2",4,1,0,0
"13767.58cfa838e4b0c9d6adf705e0",97,3,0,4
"13767.58cfa836e4b0c9d6adf6fb46",79,0,0,4
"13767.58cfa837e4b0c9d6adf6fffb",34,0,0,1
"13767.58cfa836e4b0c9d6adf6fbec",34,2,0,1
"13767.58cfa835e4b0c9d6adf6eb7c",121,0,0,6
"13767.58cfa836e4b0c9d6adf6fbcc",190,3,0,11
"13767.58cfa835e4b0c9d6adf6ec90",22,1,0,1
"13767.58cfa834e4b0c9d6adf6e7c9",10,0,0,1
"13767.58cfa836e4b0c9d6adf6fc5a",177,2,0,8
"13767.58cfa836e4b0c9d6adf6f497",4,0,0,0
"13767.58cfa834e4b0c9d6adf6e84a",2,1,0,0
"13767.58cfa836e4b0c9d6adf6face",28,0,0,2
"13767.58cfa835e4b0c9d6adf6eb66",18,1,0,0
"13767.58cfa838e4b0c9d6adf705ec",76,0,0,3
"13767.58cfa836e4b0c9d6adf6f98c",70,1,0,3
"13767.58cfa836e4b0c9d6adf6f992",92,1,0,3
"13767.58cfa837e4b0c9d6adf6ffe8",41,1,0,2
"13767.58cfa834e4b0c9d6adf6e9b8",5,1,0,0
"13767.58cfa837e4b0c9d6adf70014",36,2,0,3
"13767.58cfa838e4b0c9d6adf70624",235,1,0,8
"13767.58cfa837e4b0c9d6adf6fc98",50,1,0,2
"13767.58cfa836e4b0c9d6adf6f452",6,2,0,0
"13767.58cfa837e4b0c9d6adf70002",36,2,0,1
"13767.58cfa836e4b0c9d6adf6f4f8",3,0,0,0
"13767.58cfa835e4b0c9d6adf6ed4e",15,1,0,0
"13767.58cfa835e4b0c9d6adf6f1dc",27,1,0,2
"13767.58cfa836e4b0c9d6adf6fbbc",57,0,0,1
"13767.58cfa837e4b0c9d6adf7001e",50,2,0,1
"13767.58cfa836e4b0c9d6adf6fbc4",45,1,0,2
"13767.58cfa836e4b0c9d6adf6f9c4",46,0,0,2
"13767.58cfa834e4b0c9d6adf6e9b4",6,1,0,0
"13767.58cfa836e4b0c9d6adf6fb1c",106,2,0,3
"13767.58cfa835e4b0c9d6adf6eb60",14,0,0,0
"13767.58cfa835e4b0c9d6adf6f13a",11,1,0,0
"13767.58cfa836e4b0c9d6adf6fc44",24,1,0,2
"13767.58cfa836e4b0c9d6adf6f3a2",1,1,0,0
"13767.58cfa836e4b0c9d6adf6fb7b",22,3,0,0
"13767.58cfa835e4b0c9d6adf6f16b",32,2,0,1
"13767.58cfa836e4b0c9d6adf6faf2",44,3,0,2
"13767.58cfa836e4b0c9d6adf6f454",11,0,0,0
"13767.58cfa837e4b0c9d6adf6fcaa",29,0,0,1
"13767.58cfa836e4b0c9d6adf6f554",40,0,0,2
"13767.58cfa836e4b0c9d6adf6facb",63,2,0,2
"13767.58cfa835e4b0c9d6adf6f130",9,1,0,0
"13767.58cfa836e4b0c9d6adf6f682",14,0,0,1
"13767.58cfa836e4b0c9d6adf6fc24",24,1,0,1
"13767.58cfa836e4b0c9d6adf6f9e0",52,1,0,2
"13767.58cfa836e4b0c9d6adf6fae6",28,0,0,1
"13767.58cfa834e4b0c9d6adf6e818",1,0,0,0
"13767.58cfa834e4b0c9d6adf6e9f0",5,3,0,1
"13767.58cfa836e4b0c9d6adf6fc38",16,2,0,0
"13767.58cfa836e4b0c9d6adf6fb70",42,1,0,2
"13767.58cfa836e4b0c9d6adf6fb2d",363,4,0,14
"13767.58cfa835e4b0c9d6adf6eba8",3,3,0,0
"13767.58cfa837e4b0c9d6adf70296",107,4,0,5
"13767.58cfa835e4b0c9d6adf6f274",3,3,0,0
"13767.58cfa838e4b0c9d6adf7054d",120,5,0,4
"13767.58cfa836e4b0c9d6adf6fa77",234,1,0,11
"13767.58cfa836e4b0c9d6adf6fb2f",1117,9,0,57
"13767.58cfa836e4b0c9d6adf6fbb4",561,5,0,17
"13767.58cfa836e4b0c9d6adf6f4aa",167,1,0,5
"13767.58cfa836e4b0c9d6adf6fadc",69,0,0,2
"13767.58cfa836e4b0c9d6adf6f538",85,0,0,2
"13767.58cfa836e4b0c9d6adf6faa4",80,2,0,2
"13767.58cfa837e4b0c9d6adf70015",76,4,0,2
"13767.58cfa837e4b0c9d6adf6fcb2",14,1,0,0
"13767.58cfa835e4b0c9d6adf6f10a",4,0,0,0
"13767.58cfa834e4b0c9d6adf6e8aa",1,1,0,1
"13767.58cfa835e4b0c9d6adf6f13e",5,1,0,0
"13767.58cfa836e4b0c9d6adf6f4a6",1,1,0,0
"13767.58cfa837e4b0c9d6adf70210",82,2,0,3
"13767.58cfa838e4b0c9d6adf70457",133,0,0,5
"13767.58cfa836e4b0c9d6adf6f9b6",115,2,0,4
"13767.58cfa834e4b0c9d6adf6e93a",12,1,0,0
"13767.58cfa836e4b0c9d6adf6f474",1,2,0,0
"13767.58cfa836e4b0c9d6adf6f9f0",108,3,0,3
"13767.58cfa834e4b0c9d6adf6e900",10,1,0,0
"13767.58cfa834e4b0c9d6adf6ea01",4,2,0,0
"13767.58cfa836e4b0c9d6adf6f48f",3,2,0,0
"13767.58cfa835e4b0c9d6adf6ede8",49,4,0,2
"13767.58cfa836e4b0c9d6adf6f9b4",47,1,0,1
"13767.58cfa834e4b0c9d6adf6e782",5,0,0,0
"13767.58cfa836e4b0c9d6adf6f4c4",21,0,0,1
"13767.58cfa836e4b0c9d6adf6f48e",2,1,0,0
"13767.58cfa837e4b0c9d6adf70028",51,1,0,2
"13767.58cfa836e4b0c9d6adf6fac5",14,0,0,0
"13767.58cfa836e4b0c9d6adf6f9e6",88,1,0,5
"13767.58cfa835e4b0c9d6adf6eeaf",2,1,0,1
"13767.58cfa835e4b0c9d6adf6eb54",14,2,0,0
"13767.58cfa836e4b0c9d6adf6f984",144,4,0,4
"13767.58cfa836e4b0c9d6adf6fbfe",110,2,0,5
"13767.58cfa836e4b0c9d6adf6f4a0",1,2,0,0
"13767.58cfa836e4b0c9d6adf6fc42",388,4,0,12
"13767.58cfa836e4b0c9d6adf6faa0",91,1,0,6
"13767.58cfa835e4b0c9d6adf6eb40",15,1,0,1
"13767.58cfa837e4b0c9d6adf700d7",22,0,0,1
"13767.58cfa836e4b0c9d6adf6f4a4",5,1,0,0
"13767.58cfa835e4b0c9d6adf6ed24",4,3,0,0
"13767.58cfa836e4b0c9d6adf6f480",6,0,0,0
"13767.58cfa837e4b0c9d6adf70362",201,2,0,6
"13767.58cfa834e4b0c9d6adf6e867",22,1,0,1
"13767.58cfa836e4b0c9d6adf6fb48",129,0,0,4
"13767.58cfa834e4b0c9d6adf6e880",5,1,0,0
"13767.58cfa835e4b0c9d6adf6ebbc",8,1,0,0
"13767.58cfa836e4b0c9d6adf6fc57",77,0,0,3
"13767.58cfa836e4b0c9d6adf6faba",70,1,0,2
"13767.58cfa836e4b0c9d6adf6fb1a",102,2,0,4
"13767.58cfa835e4b0c9d6adf6eb34",20,1,0,1
"13767.58cfa836e4b0c9d6adf6faf4",279,1,0,11
"13767.58cfa836e4b0c9d6adf6fbd0",255,4,0,12
"13767.58cfa832e4b0c9d6adf6d806",10,1,0,0
"13767.58cfa836e4b0c9d6adf6fa55",77,2,0,2
"13767.58cfa836e4b0c9d6adf6f9c0",136,1,0,6
"13767.58cfa836e4b0c9d6adf6fb58",1351,9,0,48
"13767.58cfa836e4b0c9d6adf6f898",28,2,0,1
"13767.58cfa836e4b0c9d6adf6fa14",35,1,0,2
"13767.58cfa837e4b0c9d6adf7004a",70,0,0,2
"13767.58cfa836e4b0c9d6adf6fb68",83,2,0,3
