"","Ascomycota","Basidiomycota","Microsporidia","Mucoromycota"
"13767.58cfa838e4b0c9d6adf70df7",12,0,0,1
"13767.58cfa838e4b0c9d6adf70a8a",181,3,0,8
"13767.58cfa838e4b0c9d6adf70aab",12,0,0,0
"13767.58cfa839e4b0c9d6adf71274",5,0,0,0
"13767.58cfa838e4b0c9d6adf70816",20,0,0,0
"13767.58cfa838e4b0c9d6adf70957",47,0,0,3
"13767.58cfa838e4b0c9d6adf70ab2",141,1,0,5
"13767.58cfa838e4b0c9d6adf7081a",36,1,0,2
"13767.58cfa838e4b0c9d6adf707e2",54,1,0,1
"13767.58cfa838e4b0c9d6adf70a08",28,0,0,1
"13767.58cfa838e4b0c9d6adf7094a",35,1,0,0
"13767.58cfa83ae4b0c9d6adf71b08",1,0,0,0
"13767.58cfa838e4b0c9d6adf70836",61,0,0,2
"13767.58cfa838e4b0c9d6adf709a5",61,1,0,2
"13767.58cfa838e4b0c9d6adf7097e",74,1,0,3
"13767.58cfa838e4b0c9d6adf70aa8",85,1,0,4
"13767.58cfa838e4b0c9d6adf70a7e",91,1,0,4
"13767.58cfa839e4b0c9d6adf7120c",20,1,0,0
"13767.58cfa838e4b0c9d6adf707c8",33,1,0,2
"13767.58cfa838e4b0c9d6adf70ce0",36,1,0,2
"13767.58cfa839e4b0c9d6adf714c8",0,2,0,0
"13767.58cfa838e4b0c9d6adf7064a",31,0,0,1
"13767.58cfa839e4b0c9d6adf7125a",0,2,0,0
"13767.58cfa838e4b0c9d6adf7059a",22,3,0,2
"13767.58cfa838e4b0c9d6adf70fda",20,1,0,1
"13767.58cfa838e4b0c9d6adf70e2a",36,1,0,1
"13767.58cfa839e4b0c9d6adf71408",6,0,0,0
"13767.58cfa838e4b0c9d6adf70e9a",4,2,0,0
"13767.58cfa838e4b0c9d6adf709c1",186,2,0,7
"13767.58cfa838e4b0c9d6adf70a8e",39,2,0,2
"13767.58cfa838e4b0c9d6adf7082c",13,0,0,1
"13767.58cfa83ae4b0c9d6adf71813",2,1,0,0
"13767.58cfa838e4b0c9d6adf70a8c",225,3,0,6
"13767.58cfa838e4b0c9d6adf709a2",20,0,0,0
"13767.58cfa838e4b0c9d6adf70bb6",96,3,0,4
"13767.58cfa838e4b0c9d6adf709fa",62,0,0,4
"13767.58cfa83be4b0c9d6adf7206c",2,0,0,0
"13767.58cfa838e4b0c9d6adf70aea",0,1,0,0
"13767.58cfa838e4b0c9d6adf70ab4",60,1,0,3
"13767.58cfa839e4b0c9d6adf7140b",10,1,0,0
"13767.58cfa838e4b0c9d6adf70812",7,0,0,0
"13767.58cfa839e4b0c9d6adf7135c",3,1,0,0
"13767.58cfa839e4b0c9d6adf714ae",2,1,0,0
"13767.58cfa838e4b0c9d6adf7084a",31,0,0,1
"13767.58cfa839e4b0c9d6adf7142d",3,1,0,0
"13767.58cfa838e4b0c9d6adf70830",18,0,0,1
"13767.58cfa83ae4b0c9d6adf71803",1,4,0,0
"13767.58cfa838e4b0c9d6adf709a0",68,2,0,2
"13767.58cfa838e4b0c9d6adf70ce8",5,2,0,1
"13767.58cfa838e4b0c9d6adf70a02",67,1,0,2
"13767.58cfa839e4b0c9d6adf712ee",1,3,0,0
"13767.58cfa839e4b0c9d6adf714ee",0,1,0,0
"13767.58cfa838e4b0c9d6adf70aa5",53,2,0,1
"13767.58cfa83ae4b0c9d6adf71811",1,1,0,0
"13767.58cfa838e4b0c9d6adf70840",67,1,0,2
"13767.58cfa838e4b0c9d6adf70846",16,3,0,1
"13767.58cfa83ae4b0c9d6adf718f6",0,2,0,0
"13767.58cfa839e4b0c9d6adf7126e",1,1,0,0
"13767.58cfa838e4b0c9d6adf7083c",46,1,0,2
"13767.58cfa838e4b0c9d6adf70834",44,1,0,1
"13767.58cfa838e4b0c9d6adf70948",23,1,0,1
"13767.58cfa838e4b0c9d6adf70e19",13,0,0,1
"13767.58cfa838e4b0c9d6adf709f8",46,1,0,2
"13767.58cfa838e4b0c9d6adf707f2",1,0,0,0
"13767.58cfa838e4b0c9d6adf70a14",23,0,0,2
"13767.58cfa838e4b0c9d6adf70844",37,1,0,1
"13767.58cfa838e4b0c9d6adf7082e",57,1,0,2
"13767.58cfa837e4b0c9d6adf703ec",23,3,0,1
"13767.58cfa839e4b0c9d6adf711e6",2,2,0,0
"13767.58cfa838e4b0c9d6adf70b62",67,3,0,2
"13767.58cfa838e4b0c9d6adf70b30",52,1,0,2
"13767.58cfa838e4b0c9d6adf70828",65,2,0,2
"13767.58cfa838e4b0c9d6adf70820",39,1,0,1
"13767.58cfa838e4b0c9d6adf70a0a",24,0,0,1
"13767.58cfa838e4b0c9d6adf70824",48,2,0,1
"13767.58cfa838e4b0c9d6adf70942",12,2,0,1
"13767.58cfa838e4b0c9d6adf7082a",44,4,0,1
"13767.58cfa83ae4b0c9d6adf71662",2,1,0,0
"13767.58cfa838e4b0c9d6adf70b0c",44,1,0,2
"13767.58cfa839e4b0c9d6adf714e0",0,1,0,0
"13767.58cfa83ae4b0c9d6adf7185c",1,2,0,0
"13767.58cfa838e4b0c9d6adf70e4b",11,1,0,1
"13767.58cfa838e4b0c9d6adf70881",36,1,0,1
"13767.58cfa838e4b0c9d6adf70ef0",1,2,0,0
"13767.58cfa839e4b0c9d6adf71516",0,1,0,0
"13767.58cfa838e4b0c9d6adf70e0c",8,2,0,0
"13767.58cfa838e4b0c9d6adf7085c",19,2,0,1
"13767.58cfa838e4b0c9d6adf70832",31,2,0,1
"13767.58cfa838e4b0c9d6adf70ad2",0,1,0,0
"13767.58cfa838e4b0c9d6adf70842",39,4,0,1
"13767.58cfa839e4b0c9d6adf712c0",1,3,0,0
"13767.58cfa839e4b0c9d6adf71302",3,1,0,0
"13767.58cfa838e4b0c9d6adf70cea",11,3,0,0
"13767.58cfa839e4b0c9d6adf71576",1,5,0,0
