"","Ascomycota","Basidiomycota","Microsporidia","Mucoromycota"
"13767.58cfa838e4b0c9d6adf7094c",28,0,0,3
"13767.58cfa838e4b0c9d6adf70bb0",11,0,0,0
"13767.58cfa839e4b0c9d6adf71494",15,0,0,0
"13767.58cfa83ae4b0c9d6adf71c92",17,1,0,1
"13767.58cfa838e4b0c9d6adf7056e",205,1,0,6
"13767.58cfa834e4b0c9d6adf6e2f2",1,0,0,0
"13767.58cfa83ae4b0c9d6adf71bd0",2,0,0,0
"13767.58cfa83ae4b0c9d6adf71892",5,0,0,0
"13767.58cfa83ae4b0c9d6adf71d58",9,1,0,0
"13767.58cfa834e4b0c9d6adf6e3d1",49,0,0,2
"13767.58cfa83ae4b0c9d6adf71d0b",2,0,0,0
"13767.58cfa83be4b0c9d6adf726d2",0,1,0,0
"13767.58cfa839e4b0c9d6adf71248",1,1,0,0
"13767.58cfa838e4b0c9d6adf70ac6",5,0,0,0
"13767.58cfa838e4b0c9d6adf70a5e",0,1,0,0
"13767.58cfa838e4b0c9d6adf7045a",59,2,0,2
"13767.58cfa83ae4b0c9d6adf71dd2",4,1,0,0
"13767.58cfa837e4b0c9d6adf70193",78,2,0,3
"13767.58cfa83be4b0c9d6adf7263e",2,1,0,0
"13767.58cfa838e4b0c9d6adf70950",48,0,0,2
"13767.58cfa838e4b0c9d6adf70a54",50,0,0,2
"13767.58cfa83ae4b0c9d6adf71df8",1,0,0,0
"13767.58cfa838e4b0c9d6adf7097c",4,1,0,0
"13767.58cfa83be4b0c9d6adf72513",1,0,0,0
"13767.58cfa838e4b0c9d6adf7096a",7,0,0,0
"13767.58cfa838e4b0c9d6adf709ee",42,0,0,2
"13767.58cfa838e4b0c9d6adf70e00",257,1,0,9
"13767.58cfa837e4b0c9d6adf70330",106,2,0,3
"13767.58cfa838e4b0c9d6adf7057c",49,1,0,1
"13767.58cfa83be4b0c9d6adf7263a",3,0,0,0
"13767.58cfa838e4b0c9d6adf70992",14,0,0,0
"13767.58cfa83be4b0c9d6adf7246f",1,0,0,0
"13767.58cfa83ae4b0c9d6adf71a3a",0,2,0,0
"13767.58cfa83ae4b0c9d6adf71a84",1,0,0,0
"13767.58cfa83ae4b0c9d6adf71bdb",0,2,0,0
"13767.58cfa83be4b0c9d6adf72592",2,1,0,0
"13767.58cfa83be4b0c9d6adf72906",1,0,0,0
"13767.58cfa837e4b0c9d6adf7003c",148,4,0,7
"13767.58cfa838e4b0c9d6adf70a72",14,0,0,1
"13767.58cfa838e4b0c9d6adf70a65",22,0,0,1
"13767.58cfa834e4b0c9d6adf6e67e",134,2,0,6
"13767.58cfa839e4b0c9d6adf71216",0,1,0,0
"13767.58cfa838e4b0c9d6adf70952",23,0,0,1
"13767.58cfa834e4b0c9d6adf6e078",10,0,0,0
"13767.58cfa838e4b0c9d6adf7052c",39,0,0,2
"13767.58cfa838e4b0c9d6adf70b6e",39,0,0,2
"13767.58cfa839e4b0c9d6adf71331",0,1,0,0
"13767.58cfa83be4b0c9d6adf7254a",4,1,0,0
"13767.58cfa839e4b0c9d6adf715cc",3,0,0,0
"13767.58cfa838e4b0c9d6adf704c7",133,2,0,4
"13767.58cfa83ae4b0c9d6adf71b82",1,1,0,0
"13767.58cfa838e4b0c9d6adf70ac2",4,1,0,0
"13767.58cfa837e4b0c9d6adf7009f",49,0,0,3
"13767.58cfa838e4b0c9d6adf70cc4",3,1,0,0
"13767.58cfa83be4b0c9d6adf72674",0,1,0,0
"13767.58cfa83ae4b0c9d6adf71aa6",2,0,0,0
"13767.58cfa837e4b0c9d6adf70258",146,0,0,3
"13767.58cfa834e4b0c9d6adf6e212",32,0,0,2
"13767.58cfa838e4b0c9d6adf70a58",6,1,0,0
"13767.58cfa834e4b0c9d6adf6e29e",4,0,0,0
"13767.58cfa839e4b0c9d6adf7145d",2,0,0,0
"13767.58cfa834e4b0c9d6adf6e4d6",210,2,0,7
"13767.58cfa839e4b0c9d6adf713da",36,0,0,1
"13767.58cfa837e4b0c9d6adf701e4",31,1,0,1
"13767.58cfa838e4b0c9d6adf70d2e",16,1,0,1
"13767.58cfa838e4b0c9d6adf70997",9,2,0,1
"13767.58cfa837e4b0c9d6adf7026b",171,3,0,6
"13767.58cfa838e4b0c9d6adf70aac",63,0,0,3
"13767.58cfa83ae4b0c9d6adf71a48",2,1,0,0
"13767.58cfa83ae4b0c9d6adf71a74",5,1,0,0
"13767.58cfa837e4b0c9d6adf70036",70,0,0,2
"13767.58cfa838e4b0c9d6adf70be3",5,0,0,0
"13767.58cfa83be4b0c9d6adf72553",0,1,0,0
"13767.58cfa838e4b0c9d6adf7041a",52,0,0,1
"13767.58cfa83ae4b0c9d6adf71cba",9,0,0,0
"13767.58cfa83ae4b0c9d6adf71b25",0,1,0,0
"13767.58cfa83ae4b0c9d6adf71e8c",3,1,0,0
"13767.58cfa83be4b0c9d6adf71fcc",2,0,0,0
"13767.58cfa838e4b0c9d6adf70481",62,0,0,3
"13767.58cfa838e4b0c9d6adf70a84",0,1,0,0
"13767.58cfa838e4b0c9d6adf70977",10,0,0,0
"13767.58cfa837e4b0c9d6adf70159",13,1,0,1
"13767.58cfa83be4b0c9d6adf71f8a",1,3,0,0
"13767.58cfa834e4b0c9d6adf6e63a",262,3,0,14
"13767.58cfa837e4b0c9d6adf70270",27,0,0,0
"13767.58cfa839e4b0c9d6adf71002",19,0,0,1
"13767.58cfa839e4b0c9d6adf71475",6,0,0,0
"13767.58cfa837e4b0c9d6adf70370",145,2,0,6
"13767.58cfa83be4b0c9d6adf71ede",1,1,0,0
"13767.58cfa83be4b0c9d6adf7254e",1,0,0,0
"13767.58cfa838e4b0c9d6adf70cca",4,0,0,0
"13767.58cfa838e4b0c9d6adf7094f",13,1,0,0
"13767.58cfa837e4b0c9d6adf6ffae",222,1,0,13
"13767.58cfa838e4b0c9d6adf70a38",13,1,0,1
"13767.58cfa837e4b0c9d6adf7012c",29,1,0,1
"13767.58cfa838e4b0c9d6adf70588",110,2,0,4
"13767.58cfa838e4b0c9d6adf709ae",3,1,0,0
"13767.58cfa837e4b0c9d6adf70356",53,2,0,2
"13767.58cfa83ae4b0c9d6adf7170b",0,1,0,0
"13767.58cfa838e4b0c9d6adf7046c",50,1,0,1
"13767.58cfa838e4b0c9d6adf70dd1",106,1,0,4
"13767.58cfa837e4b0c9d6adf7009a",19,0,0,1
"13767.58cfa834e4b0c9d6adf6e230",5,0,0,0
"13767.58cfa839e4b0c9d6adf71078",1,0,0,0
"13767.58cfa837e4b0c9d6adf701d4",20,0,0,1
"13767.58cfa837e4b0c9d6adf70222",49,1,0,2
"13767.58cfa834e4b0c9d6adf6e19d",21,2,0,1
"13767.58cfa838e4b0c9d6adf70c8c",6,0,0,0
"13767.58cfa838e4b0c9d6adf70c62",0,1,0,0
"13767.58cfa837e4b0c9d6adf6fef6",266,3,0,14
"13767.58cfa838e4b0c9d6adf70a20",5,0,0,0
"13767.58cfa837e4b0c9d6adf7028a",36,0,0,2
"13767.58cfa838e4b0c9d6adf70a76",3,1,0,0
"13767.58cfa838e4b0c9d6adf7044f",53,1,0,1
"13767.58cfa837e4b0c9d6adf701b4",12,1,0,0
"13767.58cfa838e4b0c9d6adf70a0c",7,0,0,0
"13767.58cfa839e4b0c9d6adf71497",3,0,0,0
"13767.58cfa837e4b0c9d6adf7025c",49,0,0,1
"13767.58cfa83ae4b0c9d6adf71b48",12,2,0,0
"13767.58cfa83ae4b0c9d6adf71bb2",6,1,0,1
"13767.58cfa83ae4b0c9d6adf71c00",0,2,0,0
"13767.58cfa839e4b0c9d6adf7100e",1,0,0,0
"13767.58cfa838e4b0c9d6adf70c54",1,0,0,0
"13767.58cfa838e4b0c9d6adf709d6",28,1,0,1
"13767.58cfa839e4b0c9d6adf713ac",2,1,0,0
"13767.58cfa83be4b0c9d6adf7261b",0,1,0,0
"13767.58cfa83ae4b0c9d6adf71b5a",2,0,0,0
"13767.58cfa837e4b0c9d6adf700cc",8,0,0,0
"13767.58cfa838e4b0c9d6adf70993",2,0,0,0
"13767.58cfa839e4b0c9d6adf71028",1,0,0,0
"13767.58cfa839e4b0c9d6adf7141a",2,1,0,0
"13767.58cfa83ae4b0c9d6adf71a46",3,2,0,0
"13767.58cfa83ae4b0c9d6adf715d6",2,1,0,0
"13767.58cfa83ae4b0c9d6adf71dd0",6,0,0,0
"13767.58cfa834e4b0c9d6adf6e34a",17,1,0,0
"13767.58cfa838e4b0c9d6adf70c20",1,0,0,0
"13767.58cfa837e4b0c9d6adf7008b",40,1,0,2
"13767.58cfa83ae4b0c9d6adf71b46",1,0,0,0
"13767.58cfa838e4b0c9d6adf70d90",1,0,0,0
"13767.58cfa839e4b0c9d6adf71089",7,1,0,0
"13767.58cfa83ae4b0c9d6adf719fa",0,3,0,0
"13767.58cfa838e4b0c9d6adf705ce",63,0,0,3
"13767.58cfa839e4b0c9d6adf7144b",18,1,0,0
"13767.58cfa837e4b0c9d6adf7021c",28,2,0,1
"13767.58cfa838e4b0c9d6adf70b18",26,0,0,2
"13767.58cfa838e4b0c9d6adf709aa",25,0,0,1
"13767.58cfa839e4b0c9d6adf7111c",0,1,0,0
"13767.58cfa837e4b0c9d6adf6fff2",29,1,0,2
"13767.58cfa837e4b0c9d6adf702a4",52,0,0,2
"13767.58cfa839e4b0c9d6adf7136c",17,1,0,1
"13767.58cfa837e4b0c9d6adf70106",31,0,0,1
"13767.58cfa837e4b0c9d6adf70054",28,1,0,0
"13767.58cfa838e4b0c9d6adf7044d",69,1,0,2
"13767.58cfa837e4b0c9d6adf702bc",13,0,0,1
"13767.58cfa837e4b0c9d6adf70204",122,1,0,2
"13767.58cfa838e4b0c9d6adf70bf1",5,3,0,0
"13767.58cfa83be4b0c9d6adf72532",3,0,0,0
"13767.58cfa838e4b0c9d6adf70b2c",43,0,0,2
"13767.58cfa837e4b0c9d6adf700bc",10,0,0,0
"13767.58cfa837e4b0c9d6adf700c4",39,0,0,2
"13767.58cfa83ae4b0c9d6adf71a40",0,1,0,0
"13767.58cfa838e4b0c9d6adf70a90",26,1,0,1
"13767.58cfa838e4b0c9d6adf709ce",4,0,0,0
"13767.58cfa83ae4b0c9d6adf71cdc",0,1,0,0
"13767.58cfa839e4b0c9d6adf71018",0,1,0,0
"13767.58cfa834e4b0c9d6adf6e38e",2,2,0,0
"13767.58cfa834e4b0c9d6adf6e1f4",1,1,0,0
"13767.58cfa838e4b0c9d6adf70b58",13,0,0,0
"13767.58cfa838e4b0c9d6adf70a3f",15,2,0,1
"13767.58cfa839e4b0c9d6adf71350",3,2,0,0
"13767.58cfa834e4b0c9d6adf6e3a4",85,0,0,5
"13767.58cfa837e4b0c9d6adf701fa",107,2,0,3
"13767.58cfa83ae4b0c9d6adf71d92",0,1,0,0
"13767.58cfa834e4b0c9d6adf6e55d",279,3,0,13
"13767.58cfa839e4b0c9d6adf7108c",1,0,0,0
"13767.58cfa837e4b0c9d6adf700f2",55,1,0,3
"13767.58cfa838e4b0c9d6adf70bf5",1,1,0,0
"13767.58cfa838e4b0c9d6adf70991",5,1,0,0
"13767.58cfa839e4b0c9d6adf71086",1,0,0,0
"13767.58cfa834e4b0c9d6adf6e232",9,0,0,0
"13767.58cfa838e4b0c9d6adf70a50",3,0,0,0
"13767.58cfa837e4b0c9d6adf7034c",31,1,0,2
"13767.58cfa83ae4b0c9d6adf71b7c",5,2,0,0
"13767.58cfa839e4b0c9d6adf71052",4,0,0,0
"13767.58cfa839e4b0c9d6adf71318",3,0,0,0
"13767.58cfa839e4b0c9d6adf713a5",4,0,0,0
"13767.58cfa838e4b0c9d6adf70a28",13,0,0,1
"13767.58cfa835e4b0c9d6adf6ec55",1,0,0,0
"13767.58cfa837e4b0c9d6adf70141",120,1,0,3
"13767.58cfa834e4b0c9d6adf6e218",9,0,0,0
"13767.58cfa83ae4b0c9d6adf71651",3,1,0,0
"13767.58cfa839e4b0c9d6adf7121c",7,1,0,0
"13767.58cfa839e4b0c9d6adf714a2",3,1,0,0
"13767.58cfa835e4b0c9d6adf6ec08",1,0,0,0
"13767.58cfa837e4b0c9d6adf70247",21,1,0,1
"13767.58cfa837e4b0c9d6adf7029a",75,0,0,3
"13767.58cfa837e4b0c9d6adf6ffbb",83,0,0,3
"13767.58cfa834e4b0c9d6adf6e1b0",2,0,0,0
"13767.58cfa83be4b0c9d6adf7265c",4,1,0,0
"13767.58cfa839e4b0c9d6adf710de",1,1,0,0
"13767.58cfa837e4b0c9d6adf7004c",22,1,0,1
"13767.58cfa837e4b0c9d6adf6ffdc",201,2,0,9
"13767.58cfa838e4b0c9d6adf70b34",6,1,0,0
"13767.58cfa83ae4b0c9d6adf71b20",2,0,0,0
"13767.58cfa83ae4b0c9d6adf71ae2",0,1,0,0
"13767.58cfa838e4b0c9d6adf704e9",39,0,0,1
"13767.58cfa837e4b0c9d6adf701c2",64,2,0,2
"13767.58cfa834e4b0c9d6adf6e5fa",158,1,0,7
"13767.58cfa838e4b0c9d6adf70afa",3,0,0,0
"13767.58cfa83ae4b0c9d6adf71bb7",1,0,0,0
"13767.58cfa834e4b0c9d6adf6e23a",3,1,0,0
"13767.58cfa837e4b0c9d6adf70374",17,0,0,1
"13767.58cfa839e4b0c9d6adf713ae",1,1,0,0
"13767.58cfa839e4b0c9d6adf714bd",1,1,0,0
"13767.58cfa837e4b0c9d6adf703e8",23,1,0,1
"13767.58cfa837e4b0c9d6adf70327",131,1,0,5
"13767.58cfa835e4b0c9d6adf6ec5a",2,0,0,0
"13767.58cfa835e4b0c9d6adf6ec58",0,1,0,0
"13767.58cfa835e4b0c9d6adf6ec0c",13,1,0,0
"13767.58cfa838e4b0c9d6adf70966",20,0,0,1
"13767.58cfa838e4b0c9d6adf70c53",7,1,0,0
"13767.58cfa837e4b0c9d6adf703d4",71,1,0,2
"13767.58cfa837e4b0c9d6adf7013c",167,1,0,7
"13767.58cfa837e4b0c9d6adf70326",25,0,0,2
"13767.58cfa834e4b0c9d6adf6e628",106,4,0,5
"13767.58cfa837e4b0c9d6adf7026e",23,2,0,1
"13767.58cfa834e4b0c9d6adf6e250",2,0,0,0
"13767.58cfa837e4b0c9d6adf7009e",23,0,0,1
"13767.58cfa839e4b0c9d6adf714ce",3,0,0,0
"13767.58cfa839e4b0c9d6adf7136d",4,0,0,0
"13767.58cfa83ae4b0c9d6adf71c26",0,1,0,0
"13767.58cfa837e4b0c9d6adf6ffdd",144,0,0,5
"13767.58cfa83ae4b0c9d6adf71bff",0,2,0,0
"13767.58cfa837e4b0c9d6adf7015a",73,0,0,1
"13767.58cfa837e4b0c9d6adf70354",12,1,0,1
"13767.58cfa83ae4b0c9d6adf71a89",0,1,0,0
"13767.58cfa838e4b0c9d6adf7093e",32,1,0,1
"13767.58cfa839e4b0c9d6adf71250",4,1,0,0
"13767.58cfa839e4b0c9d6adf71088",2,2,0,0
"13767.58cfa837e4b0c9d6adf7018d",246,2,0,9
"13767.58cfa83be4b0c9d6adf72596",6,2,0,0
"13767.58cfa839e4b0c9d6adf71326",8,1,0,0
"13767.58cfa835e4b0c9d6adf6ec0a",1,0,0,0
"13767.58cfa837e4b0c9d6adf700f8",36,1,0,1
"13767.58cfa837e4b0c9d6adf6fe06",91,0,0,4
"13767.58cfa837e4b0c9d6adf70157",618,2,0,33
"13767.58cfa837e4b0c9d6adf70279",46,1,0,2
"13767.58cfa83be4b0c9d6adf72661",6,1,0,0
"13767.58cfa834e4b0c9d6adf6e384",9,3,0,0
"13767.58cfa837e4b0c9d6adf7016c",120,2,0,3
"13767.58cfa837e4b0c9d6adf6fd8b",100,0,0,6
"13767.58cfa837e4b0c9d6adf6fcf4",122,3,0,4
"13767.58cfa838e4b0c9d6adf70416",81,2,0,4
"13767.58cfa838e4b0c9d6adf70b5e",14,0,0,0
"13767.58cfa83be4b0c9d6adf726b7",0,1,0,0
"13767.58cfa838e4b0c9d6adf70be7",29,1,0,1
